HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Group,Number,TotalServices,Deck,Num,Side,HasServices
Mars,False,55 Cancri e,39.0,False,2127.0,0.0,23.0,0.0,0.0,0,2873,01,2150.0,E,194,S,True
Europa,True,55 Cancri e,55.0,False,0.0,0.0,0.0,0.0,0.0,1,2875,01,0.0,B,107,S,False
Earth,False,TRAPPIST-1e,42.0,False,173.0,656.0,0.0,0.0,23.0,0,2876,01,852.0,G,456,S,True
Earth,False,TRAPPIST-1e,36.0,False,418.0,40.0,7.0,338.0,0.0,0,2877,01,803.0,F,592,P,True
Mars,False,TRAPPIST-1e,42.0,False,44.0,0.0,3648.0,0.0,9.0,1,2878,01,3701.0,F,593,P,True
Earth,True,PSO J318.5-22,32.0,False,0.0,0.0,0.0,0.0,0.0,0,2880,01,0.0,G,468,P,False
Earth,False,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,0,2881,01,0.0,G,457,S,False
Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,0,2882,01,0.0,G,458,S,False
Earth,False,TRAPPIST-1e,28.0,False,0.0,93.0,1282.0,0.0,0.0,1,2883,01,1375.0,F,595,P,True
Mars,False,TRAPPIST-1e,37.0,False,912.0,0.0,0.0,0.0,0.0,0,2884,01,912.0,D,90,P,True
Earth,False,TRAPPIST-1e,44.0,False,0.0,0.0,744.0,62.0,3.0,0,2887,01,809.0,G,459,S,True
Mars,False,TRAPPIST-1e,71.0,True,901.0,0.0,1698.0,0.0,0.0,0,2888,01,2599.0,F,597,P,True
Europa,False,TRAPPIST-1e,44.0,False,0.0,351.0,0.0,3.0,3447.0,0,2890,01,3801.0,B,89,P,True
Europa,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,1,2890,02,0.0,B,89,P,False
Earth,False,TRAPPIST-1e,18.0,False,4.0,904.0,0.0,0.0,1.0,0,2891,01,909.0,G,460,S,True
Earth,False,PSO J318.5-22,3.0,False,0.0,0.0,0.0,0.0,0.0,1,2892,01,0.0,G,469,P,False
Earth,True,55 Cancri e,12.0,False,0.0,0.0,0.0,0.0,0.0,0,2892,02,0.0,G,469,P,False
Earth,True,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,1,2892,03,0.0,G,469,P,False
Earth,False,TRAPPIST-1e,29.0,False,0.0,1311.0,0.0,0.0,0.0,0,2892,04,1311.0,F,598,P,True
Earth,False,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,0,2892,05,0.0,G,469,P,False
Earth,False,55 Cancri e,27.0,False,688.0,307.0,779.0,0.0,19.0,0,2893,01,1793.0,G,470,P,True
Earth,False,PSO J318.5-22,24.0,False,0.0,0.0,443.0,244.0,1.0,0,2894,01,688.0,F,599,P,True
Earth,False,TRAPPIST-1e,38.0,False,1.0,0.0,288.0,0.0,556.0,1,2897,01,845.0,G,461,S,True
Mars,False,TRAPPIST-1e,28.0,False,523.0,0.0,0.0,970.0,0.0,0,2899,01,1493.0,F,600,P,True
Mars,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,1,2900,01,0.0,F,600,S,False
Earth,False,TRAPPIST-1e,16.0,False,0.0,20.0,0.0,300.0,681.0,0,2901,01,1001.0,F,601,P,True
Earth,False,PSO J318.5-22,24.0,False,0.0,2.0,25.0,0.0,707.0,1,2901,02,734.0,F,601,P,True
Earth,False,TRAPPIST-1e,33.0,False,123.0,760.0,0.0,0.0,0.0,0,2902,01,883.0,G,471,P,True
Earth,False,55 Cancri e,24.0,False,489.0,0.0,0.0,0.0,0.0,0,2905,01,489.0,G,462,S,True
Earth,False,TRAPPIST-1e,29.0,False,1.0,0.0,133.0,104.0,574.0,0,2906,01,812.0,G,463,S,True
Earth,False,TRAPPIST-1e,25.0,False,0.0,9.0,2005.0,0.0,5.0,1,2907,01,2019.0,F,552,S,True
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0,2908,01,0.0,G,464,S,False
Earth,False,TRAPPIST-1e,13.0,False,649.0,2.0,0.0,124.0,143.0,0,2908,02,918.0,F,553,S,True
Earth,True,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,0.0,0,2909,01,0.0,G,473,P,False
Earth,False,PSO J318.5-22,32.0,False,0.0,0.0,736.0,0.0,0.0,0,2910,01,736.0,F,602,P,True
Mars,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,0,2912,01,0.0,E,178,P,False
Mars,False,TRAPPIST-1e,49.0,False,21.0,25.0,1509.0,0.0,1042.0,0,2913,01,2597.0,F,603,P,True
Mars,False,TRAPPIST-1e,43.0,False,13.0,2119.0,315.0,0.0,261.0,1,2919,01,2708.0,D,96,S,True
Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,1,2919,02,0.0,F,555,S,False
Mars,True,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,1,2919,03,0.0,F,555,S,False
Earth,False,TRAPPIST-1e,23.0,False,0.0,179.0,569.0,0.0,0.0,1,2920,01,748.0,F,606,P,True
Mars,False,TRAPPIST-1e,43.0,False,336.0,11.0,796.0,15.0,0.0,1,2925,01,1158.0,F,609,P,True
Mars,True,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,1,2925,02,0.0,F,609,P,False
Mars,False,TRAPPIST-1e,43.0,False,828.0,25.0,545.0,107.0,0.0,0,2926,01,1505.0,F,609,S,True
Mars,True,55 Cancri e,41.0,False,0.0,0.0,0.0,0.0,0.0,1,2927,01,0.0,F,611,P,False
Europa,False,55 Cancri e,54.0,True,0.0,2062.0,2.0,19.0,1618.0,0,2928,01,3701.0,B,92,P,True
Europa,True,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,1,2928,02,0.0,B,92,P,False
Europa,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,1,2928,03,0.0,B,92,P,False
Earth,True,PSO J318.5-22,48.0,False,0.0,0.0,0.0,0.0,0.0,1,2929,01,0.0,G,467,S,False
Earth,False,TRAPPIST-1e,45.0,False,0.0,9.0,0.0,857.0,16.0,0,2930,01,882.0,G,474,P,True
Earth,False,PSO J318.5-22,20.0,False,0.0,689.0,0.0,0.0,0.0,0,2934,01,689.0,F,557,S,True
Europa,False,TRAPPIST-1e,33.0,False,0.0,28.0,0.0,6841.0,543.0,0,2935,01,7412.0,T,2,P,True
Earth,False,TRAPPIST-1e,21.0,False,15.0,30.0,11.0,2.0,388.0,0,2936,01,446.0,G,468,S,True
Europa,True,TRAPPIST-1e,68.0,False,0.0,0.0,0.0,0.0,0.0,1,2938,01,0.0,C,100,P,False
Earth,False,PSO J318.5-22,23.0,False,5.0,308.0,363.0,7.0,0.0,1,2940,01,683.0,F,615,P,True
Earth,False,TRAPPIST-1e,16.0,False,24.0,0.0,13.0,717.0,0.0,0,2941,01,754.0,G,477,P,True
Earth,False,TRAPPIST-1e,35.0,False,198.0,44.0,97.0,30.0,510.0,0,2942,01,879.0,F,558,S,True
Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,0,2943,01,0.0,G,478,P,False
Earth,False,TRAPPIST-1e,51.0,False,214.0,3.0,16.0,569.0,0.0,0,2944,01,802.0,F,559,S,True
Earth,False,PSO J318.5-22,2.0,False,0.0,0.0,0.0,0.0,0.0,0,2944,02,0.0,G,469,S,False
Earth,True,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,0,2944,03,0.0,G,469,S,False
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,1,2944,04,0.0,G,469,S,False
Earth,True,55 Cancri e,39.0,False,0.0,0.0,0.0,0.0,0.0,1,2945,01,0.0,G,479,P,False
Europa,False,TRAPPIST-1e,55.0,False,0.0,1971.0,77.0,577.0,1050.0,1,2948,01,3675.0,C,112,S,True
Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,0,2949,01,0.0,G,482,P,False
Earth,False,TRAPPIST-1e,20.0,False,310.0,0.0,374.0,0.0,5.0,0,2950,01,689.0,F,617,P,True
Earth,False,55 Cancri e,25.0,False,0.0,641.0,0.0,2.0,0.0,1,2953,01,643.0,E,179,P,True
Earth,False,55 Cancri e,18.0,False,235.0,0.0,101.0,0.0,316.0,1,2954,01,652.0,F,619,P,True
Earth,False,PSO J318.5-22,28.0,False,3.0,141.0,0.0,0.0,1689.0,0,2956,01,1833.0,G,470,S,True
Earth,False,TRAPPIST-1e,26.0,False,1822.0,0.0,4.0,107.0,1204.0,0,2958,01,3137.0,F,561,S,True
Earth,False,PSO J318.5-22,28.0,False,1.0,0.0,933.0,614.0,0.0,0,2959,01,1548.0,F,620,P,True
Earth,False,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,0,2960,01,0.0,F,562,S,False
Earth,False,TRAPPIST-1e,56.0,False,0.0,54.0,0.0,724.0,0.0,0,2961,01,778.0,F,621,P,True
Mars,False,TRAPPIST-1e,25.0,False,1228.0,0.0,132.0,0.0,0.0,0,2962,01,1360.0,E,180,P,True
Europa,False,TRAPPIST-1e,26.0,False,2050.0,8525.0,0.0,270.0,636.0,0,2964,01,11481.0,A,35,S,True
Earth,False,TRAPPIST-1e,14.0,False,0.0,0.0,709.0,258.0,3.0,0,2965,01,970.0,F,622,P,True
Earth,False,TRAPPIST-1e,21.0,False,2.0,417.0,323.0,0.0,84.0,1,2966,01,826.0,E,181,P,True
Earth,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,1,2968,01,0.0,G,485,P,False
Earth,False,TRAPPIST-1e,37.0,False,221.0,0.0,32.0,38.0,516.0,0,2969,01,807.0,G,486,P,True
Earth,False,TRAPPIST-1e,28.82793046746535,False,740.0,82.0,6.0,0.0,1.0,0,2970,01,829.0,F,486,S,True
Europa,False,TRAPPIST-1e,38.0,False,0.0,3135.0,0.0,26.0,3.0,1,2971,01,3164.0,T,3,P,True
Earth,False,TRAPPIST-1e,14.0,False,0.0,1.0,1441.0,0.0,190.0,1,2972,01,1632.0,E,182,P,True
Earth,False,PSO J318.5-22,20.0,False,0.0,0.0,585.0,0.0,10.0,0,2975,01,595.0,F,564,S,True
Europa,False,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,0,2979,01,0.0,B,93,P,False
Europa,True,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,1,2982,01,0.0,B,111,S,False
Earth,False,TRAPPIST-1e,13.0,False,0.0,0.0,31.0,0.0,810.0,1,2983,01,841.0,E,183,P,True
Europa,False,TRAPPIST-1e,37.0,False,0.0,210.0,0.0,4114.0,0.0,0,2984,01,4324.0,D,97,S,True
Mars,False,TRAPPIST-1e,15.0,False,5711.0,0.0,2516.0,0.0,1370.0,0,2986,01,9597.0,E,197,S,True
Europa,False,55 Cancri e,33.0,False,396.0,1280.0,7.0,308.0,4941.0,0,2988,01,6932.0,A,36,S,True
Earth,True,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,1,2990,01,0.0,G,472,S,False
Earth,False,PSO J318.5-22,49.0,False,0.0,0.0,0.0,160.0,528.0,0,2992,01,688.0,F,570,S,True
Earth,False,TRAPPIST-1e,24.0,False,1252.0,6.0,0.0,123.0,706.0,0,2993,01,2087.0,F,571,S,True
Earth,False,TRAPPIST-1e,24.0,False,173.0,0.0,14.0,0.0,603.0,0,2994,01,790.0,E,198,S,True
Europa,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,1,2995,01,0.0,B,94,P,False
Europa,True,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,1,2995,02,0.0,B,94,P,False
Earth,False,55 Cancri e,31.0,False,0.0,611.0,2.0,4.0,22.0,0,2996,01,639.0,F,626,P,True
Europa,False,TRAPPIST-1e,47.0,False,0.0,5252.0,0.0,124.0,300.0,1,2998,01,5676.0,C,113,S,True
Earth,False,TRAPPIST-1e,19.0,False,736.0,0.0,0.0,0.0,1.0,0,3000,01,737.0,F,627,P,True
Europa,False,55 Cancri e,38.0,True,0.0,1577.0,0.0,425.0,4359.0,0,3001,01,6361.0,C,101,P,True
Europa,False,55 Cancri e,33.0,False,0.0,1001.0,2280.0,0.0,29.0,1,3001,02,3310.0,C,101,P,True
Europa,True,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,1,3003,01,0.0,C,114,S,False
Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,1,3004,01,0.0,G,473,S,False
Earth,False,TRAPPIST-1e,32.0,False,0.0,53.0,0.0,744.0,0.0,0,3004,02,797.0,F,572,S,True
Mars,True,TRAPPIST-1e,70.0,False,0.0,0.0,0.0,0.0,0.0,1,3005,01,0.0,F,573,S,False
Earth,False,PSO J318.5-22,19.0,False,23.0,0.0,0.0,0.0,732.0,0,3006,01,755.0,G,474,S,True
Mars,True,PSO J318.5-22,55.0,False,0.0,0.0,0.0,0.0,0.0,1,3009,01,0.0,E,185,P,False
Europa,False,TRAPPIST-1e,48.0,False,0.0,8403.0,0.0,7627.0,83.0,0,3010,01,16113.0,B,96,P,True
Earth,False,TRAPPIST-1e,66.0,False,1187.0,1.0,0.0,6.0,0.0,0,3012,01,1194.0,G,475,S,True
Earth,False,TRAPPIST-1e,13.0,False,0.0,256.0,0.0,207.0,409.0,0,3013,01,872.0,F,629,P,True
Europa,False,55 Cancri e,40.0,False,82.0,1390.0,0.0,347.0,6237.0,0,3014,01,8056.0,C,115,S,True
Earth,False,TRAPPIST-1e,35.0,False,0.0,1438.0,0.0,112.0,74.0,1,3015,01,1624.0,E,199,S,True
Earth,False,TRAPPIST-1e,32.0,False,0.0,49.0,2.0,639.0,0.0,0,3018,01,690.0,F,630,P,True
Mars,False,TRAPPIST-1e,51.0,False,1644.0,0.0,234.0,157.0,64.0,0,3019,01,2099.0,E,187,P,True
Europa,False,TRAPPIST-1e,37.0,False,0.0,216.0,0.0,5391.0,3372.0,0,3020,01,8979.0,B,112,S,True
Earth,False,TRAPPIST-1e,31.0,False,517.0,1.0,301.0,60.0,4.0,0,3021,01,883.0,G,476,S,True
Earth,False,TRAPPIST-1e,37.0,False,608.0,0.0,6.0,0.0,1637.0,0,3021,02,2251.0,F,574,S,True
Europa,False,TRAPPIST-1e,38.0,False,0.0,3331.0,270.0,2.0,3510.0,0,3022,01,7113.0,C,102,P,True
Europa,False,55 Cancri e,19.0,False,0.0,329.0,0.0,3154.0,312.0,0,3022,02,3795.0,C,102,P,True
Mars,True,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,1,3023,01,0.0,F,631,P,False
Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,1752.0,187.0,0.0,1,3024,01,1939.0,F,632,P,True
Earth,False,TRAPPIST-1e,31.0,False,2.0,788.0,0.0,128.0,9.0,1,3025,01,927.0,G,477,S,True
Earth,False,TRAPPIST-1e,43.0,False,45.0,8.0,0.0,607.0,44.0,0,3025,02,704.0,G,477,S,True
Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,0,3026,01,0.0,G,492,P,False
Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,0,3027,01,0.0,G,493,P,False
Europa,False,55 Cancri e,21.0,False,0.0,878.0,82.0,360.0,1784.0,0,3029,01,3104.0,C,103,P,True
Europa,False,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,1,3029,02,0.0,C,103,P,False
Europa,False,55 Cancri e,30.0,False,728.0,2551.0,0.0,48.0,1804.0,1,3030,01,5131.0,B,97,P,True
Europa,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,1,3030,02,0.0,B,97,P,False
Earth,False,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,0,3032,01,0.0,G,478,S,False
Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,0,3032,02,0.0,G,478,S,False
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0,3032,03,0.0,G,478,S,False
Earth,False,TRAPPIST-1e,30.0,False,479.0,12.0,25.0,643.0,283.0,0,3032,04,1442.0,F,575,S,True
Earth,False,PSO J318.5-22,21.0,False,0.0,27.0,1181.0,0.0,513.0,0,3033,01,1721.0,G,479,S,True
Europa,False,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,0,3034,01,0.0,F,479,S,False
Earth,False,PSO J318.5-22,57.0,False,506.0,0.0,1.0,178.0,0.0,0,3036,01,685.0,F,634,P,True
Mars,False,TRAPPIST-1e,35.0,False,1228.0,0.0,0.0,0.0,0.0,0,3038,01,1228.0,F,576,S,True
Europa,False,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,0,3039,01,0.0,A,37,S,False
Mars,False,TRAPPIST-1e,32.0,False,2616.0,0.0,2.0,5.0,0.0,0,3040,01,2623.0,F,577,S,True
Earth,False,TRAPPIST-1e,30.0,False,0.0,0.0,301.0,0.0,437.0,0,3042,01,738.0,F,578,S,True
Earth,False,TRAPPIST-1e,69.0,False,577.0,139.0,0.0,0.0,0.0,0,3044,01,716.0,F,636,P,True
Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,0,3045,01,0.0,G,480,S,False
Mars,True,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,1,3047,01,0.0,E,190,P,False
Mars,False,TRAPPIST-1e,16.0,False,995.0,0.0,6.0,48.0,0.0,0,3047,02,1049.0,E,190,P,True
Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,0,3048,01,0.0,E,200,S,False
Europa,False,TRAPPIST-1e,25.0,False,1586.0,2342.0,947.0,1.0,276.0,1,3050,01,5152.0,E,191,P,True
Europa,False,55 Cancri e,52.0,False,0.0,2.0,0.0,10976.0,810.0,0,3053,01,11788.0,F,191,S,True
Earth,False,TRAPPIST-1e,13.0,False,578.0,77.0,0.0,306.0,5.0,0,3054,01,966.0,F,579,S,True
Earth,False,TRAPPIST-1e,37.0,False,1086.0,0.0,0.0,41.0,0.0,0,3055,01,1127.0,F,637,P,True
Mars,False,TRAPPIST-1e,13.0,False,760.0,2.0,2.0,0.0,0.0,0,3060,01,764.0,F,581,S,True
Mars,False,TRAPPIST-1e,45.0,False,3309.0,0.0,10.0,0.0,0.0,0,3060,02,3319.0,D,98,S,True
Mars,False,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,0,3060,03,0.0,E,201,S,False
Earth,False,TRAPPIST-1e,22.0,False,664.0,0.0,0.0,65.0,0.0,0,3061,01,729.0,F,638,P,True
Earth,False,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,1745.0,72.0,0,3061,02,1817.0,G,498,P,True
Mars,False,TRAPPIST-1e,35.0,False,741.0,0.0,31.0,0.0,36.0,0,3062,01,808.0,D,99,S,True
Earth,True,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,1,3063,01,0.0,G,499,P,False
Earth,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,1,3063,02,0.0,G,499,P,False
Earth,False,TRAPPIST-1e,19.0,False,1.0,0.0,0.0,450.0,254.0,0,3063,03,705.0,E,192,P,True
Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,1,3064,01,0.0,G,482,S,False
Europa,False,55 Cancri e,37.0,False,0.0,2065.0,1650.0,356.0,1.0,1,3065,01,4072.0,D,94,P,True
Earth,False,TRAPPIST-1e,35.0,False,1609.0,0.0,0.0,0.0,0.0,0,3066,01,1609.0,E,193,P,True
Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,1,3067,01,0.0,G,483,S,False
Earth,False,TRAPPIST-1e,62.0,False,379.0,453.0,0.0,7.0,0.0,0,3068,01,839.0,G,500,P,True
Earth,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,1,3070,01,0.0,G,501,P,False
Europa,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,1,3071,01,0.0,B,113,S,False
Europa,False,TRAPPIST-1e,26.0,False,0.0,0.0,8.0,21.0,6023.0,0,3071,02,6052.0,B,113,S,True
Mars,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,1,3073,01,0.0,F,640,P,False
Earth,True,PSO J318.5-22,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,1,3076,01,0.0,G,502,P,False
Earth,False,55 Cancri e,22.0,False,35.0,0.0,36.0,581.0,0.0,0,3079,01,652.0,F,642,P,True
Earth,False,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,822.0,2.0,0,3080,01,824.0,F,584,S,True
Europa,False,55 Cancri e,50.0,False,0.0,1547.0,0.0,1784.0,1.0,1,3081,01,3332.0,C,118,S,True
Europa,True,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,1,3081,02,0.0,C,118,S,False
Earth,False,PSO J318.5-22,15.0,False,1.0,30.0,1793.0,0.0,0.0,1,3082,01,1824.0,G,503,P,True
Europa,False,55 Cancri e,23.0,False,0.0,587.0,0.0,1497.0,1014.0,0,3083,01,3098.0,D,100,S,True
Mars,True,55 Cancri e,60.0,False,0.0,0.0,0.0,0.0,0.0,1,3084,01,0.0,D,101,S,False
Earth,False,TRAPPIST-1e,73.0,False,0.0,0.0,0.0,153.0,556.0,0,3085,01,709.0,G,504,P,True
Earth,False,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,1,3087,01,0.0,G,505,P,False
Europa,False,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,0,3088,01,0.0,A,25,P,False
Europa,False,TRAPPIST-1e,27.0,True,0.0,6013.0,0.0,820.0,31.0,1,3090,01,6864.0,B,115,S,True
Europa,False,TRAPPIST-1e,14.0,False,0.0,946.0,0.0,7860.0,384.0,0,3091,01,9190.0,F,115,S,True
Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,1,3091,02,0.0,D,102,S,False
Earth,False,TRAPPIST-1e,22.0,False,0.0,0.0,102.0,43.0,700.0,0,3092,01,845.0,G,506,P,True
Mars,False,55 Cancri e,22.0,False,2229.0,0.0,1349.0,121.0,0.0,1,3093,01,3699.0,E,194,P,True
Mars,False,PSO J318.5-22,71.0,False,924.0,1284.0,10.0,9.0,0.0,0,3095,01,2227.0,F,585,S,True
Mars,False,55 Cancri e,25.0,False,5.0,1.0,633.0,0.0,188.0,1,3096,01,827.0,D,103,S,True
Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,1,3099,01,0.0,E,203,S,False
Earth,False,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,0,3100,01,0.0,G,485,S,False
Earth,False,TRAPPIST-1e,52.0,False,809.0,0.0,0.0,0.0,0.0,1,3100,02,809.0,F,586,S,True
Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,1,3100,03,0.0,G,485,S,False
Europa,True,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,1,3102,01,0.0,B,101,P,False
Europa,False,TRAPPIST-1e,52.0,True,0.0,7452.0,0.0,1158.0,7979.0,0,3103,01,16589.0,B,102,P,True
Earth,False,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,1,3104,01,0.0,G,507,P,False
Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,1,3104,02,0.0,G,507,P,False
Earth,False,TRAPPIST-1e,24.0,False,520.0,0.0,0.0,195.0,0.0,1,3110,01,715.0,G,509,P,True
Mars,False,TRAPPIST-1e,22.0,False,1173.0,0.0,0.0,9.0,0.0,0,3111,01,1182.0,D,95,P,True
Earth,True,PSO J318.5-22,15.0,False,0.0,0.0,0.0,0.0,0.0,0,3112,01,0.0,G,488,S,False
Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,1,3113,01,0.0,D,96,P,False
Mars,True,55 Cancri e,56.0,False,0.0,0.0,0.0,0.0,0.0,1,3113,02,0.0,D,96,P,False
Mars,False,TRAPPIST-1e,50.0,False,1598.0,0.0,155.0,26.0,0.0,0,3114,01,1779.0,D,97,P,True
Earth,False,TRAPPIST-1e,20.0,False,127.0,0.0,656.0,0.0,21.0,0,3116,01,804.0,F,645,P,True
Earth,False,TRAPPIST-1e,32.0,False,0.0,0.0,47.0,857.0,23.0,0,3117,01,927.0,F,646,P,True
Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,0,3118,01,0.0,G,510,P,False
Earth,False,TRAPPIST-1e,74.0,False,571.0,0.0,0.0,277.0,0.0,0,3119,01,848.0,G,490,S,True
Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,1,3120,01,0.0,E,204,S,False
Mars,False,TRAPPIST-1e,31.0,False,691.0,3.0,68.0,286.0,0.0,0,3120,02,1048.0,E,204,S,True
Earth,True,PSO J318.5-22,6.0,False,0.0,0.0,0.0,0.0,0.0,1,3121,01,0.0,G,491,S,False
Earth,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,1,3123,01,0.0,G,511,P,False
Mars,True,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,1,3124,01,0.0,F,648,P,False
Mars,False,TRAPPIST-1e,47.0,False,1130.0,8.0,299.0,0.0,0.0,1,3124,02,1437.0,F,648,P,True
Mars,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,1,3124,03,0.0,F,648,P,False
Europa,False,55 Cancri e,31.0,False,139.0,4018.0,13.0,232.0,1140.0,1,3126,01,5542.0,B,116,S,True
Europa,False,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,1,3126,02,0.0,B,116,S,False
Earth,False,55 Cancri e,15.0,False,62.0,57.0,2646.0,1104.0,312.0,0,3128,01,4181.0,G,512,P,True
Mars,False,TRAPPIST-1e,38.0,False,886.0,0.0,618.0,0.0,0.0,0,3130,01,1504.0,F,588,S,True
Earth,True,55 Cancri e,48.0,False,0.0,0.0,0.0,0.0,0.0,1,3131,01,0.0,G,492,S,False
Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,1,3131,02,0.0,G,492,S,False
Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,1,3131,03,0.0,G,492,S,False
Mars,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,1,3132,01,0.0,F,649,P,False
Earth,False,PSO J318.5-22,31.0,False,0.0,140.0,394.0,0.0,0.0,0,3133,01,534.0,G,513,P,True
Europa,False,PSO J318.5-22,62.0,True,0.0,4513.0,0.0,85.0,1437.0,1,3134,01,6035.0,C,119,S,True
Earth,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,1,3136,01,0.0,G,514,P,False
Earth,False,TRAPPIST-1e,30.0,False,0.0,4.0,1604.0,678.0,1681.0,0,3138,01,3967.0,F,514,S,True
Mars,False,TRAPPIST-1e,26.0,False,912.0,0.0,43.0,0.0,0.0,0,3140,01,955.0,E,206,S,True
Mars,False,TRAPPIST-1e,43.0,False,33.0,1117.0,59.0,0.0,16.0,0,3142,01,1225.0,F,591,S,True
